RPM,Temperature,Pump Value 1,Pump Value 2
004750,0082,160,16
004750,0082,160,16
004776,0083,160,16
000000,0083,160,16
000000,0084,160,16
000000,0084,160,16
004750,0084,160,16
004750,0086,160,16
004750,0086,160,16
004781,0087,160,16
004781,0087,160,16
004761,0087,160,16
004755,0087,160,16
004755,0089,160,16
004786,0089,160,16
004786,0091,160,16
004745,0091,160,16
004771,0092,160,16
004771,0094,160,21
004881,0095,160,21
004786,0095,160,21
004786,0000,160,21
004786,0000,160,21
004816,0000,160,21
004816,0099,160,21
005072,0099,160,21
005072,0101,160,21
005072,0101,160,21
004982,0101,160,21
004982,0102,160,21
000000,0103,160,21
000000,0103,160,21
005171,0103,160,21
005171,0103,160,21
005176,0104,160,21
005171,0103,160,21
005171,0103,160,21
005171,0103,160,21
005171,0103,160,21
005216,0000,160,21
005211,0000,160,21
005342,0102,160,21
005342,0000,160,21
005221,0000,160,21
005307,0102,160,21
005307,0101,160,22
005307,0101,160,22
005307,0101,160,22
005332,0100,160,22
005176,0099,160,23
005176,0099,160,23
005171,0099,160,23
005176,0097,160,23
005176,0097,160,24
005176,0097,160,24
005181,0097,160,24
000000,0097,160,24
005221,0097,160,25
005221,0097,160,25
005201,0099,160,25
005201,0100,160,25
005176,0100,160,35
005201,0102,160,35
005201,0102,160,35
005226,0104,160,35
005372,0000,160,45
005372,0000,160,45
005392,0109,160,45
005392,0109,160,45
005392,0112,160,55
005392,0112,160,55
005392,0117,160,55
005392,0117,160,55
005578,0117,160,55
005578,0000,160,55
005618,0000,160,55
005618,0000,160,55
005664,0129,160,55
005664,0129,160,55
005664,0135,160,55
000000,0135,160,55
000000,0135,160,55
000000,0145,160,55
000000,0145,160,55
000000,0145,160,55
006015,0145,160,55
006015,0163,160,55
006136,0000,160,55
006136,0000,160,55
006111,0000,160,55
006111,0000,160,55
006111,0000,160,55
006312,0000,160,55
006312,0000,160,55
006312,0000,160,55
006602,0000,160,55
006602,0230,160,55
006647,0230,160,55
006647,0246,160,55
006893,0246,160,55
006893,0265,160,55
006893,0265,160,55
006893,0265,160,55
007029,0291,160,55
007029,0291,160,55
007029,0291,160,55
000000,0291,160,55
000000,0291,160,55
000000,0000,160,55
007320,0000,160,55
007320,0349,160,55
007180,0349,160,55
007180,0374,160,55
007180,0374,160,55
008374,0374,160,55
008374,0395,160,55
008374,0395,160,55
011998,0395,160,55
011998,0395,160,55
011998,0452,160,55
011998,0452,160,55
014874,0514,160,55
015913,0514,160,55
015913,0550,160,55
017283,0550,160,55
017283,0581,160,55
017283,0581,160,55
017283,0581,160,55
018659,0581,160,55
018659,0581,160,55
018659,0638,160,55
000000,0638,160,55
000000,0638,160,55
000000,0657,160,55
021434,0657,160,55
023446,0666,160,55
023446,0666,160,55
023446,0667,160,55
023446,0667,160,55
024757,0667,160,55
024757,0667,160,55
024757,0664,160,55
024757,0664,160,55
025571,0664,160,55
025571,0676,160,55
025706,0676,160,55
025169,0671,160,55
025169,0671,160,55
025169,0646,160,55
023026,0646,160,55
023026,0615,160,55
020315,0571,160,55
000000,0571,160,55
000000,0571,160,55
000000,0000,160,55
000000,0000,160,55
000000,0000,160,55
016651,0000,160,55
000000,0447,160,55
000000,0447,160,55
000000,0409,160,55
000000,0409,160,55
000000,0370,160,55
015100,0342,160,55
015100,0342,160,55
000000,0308,160,55
000000,0308,160,55
013976,0285,160,55
014467,0285,160,55
014467,0265,160,55
014467,0265,160,55
013891,0246,160,55
013891,0246,160,55
