RPM,Temperature,Pump PWM,Pump Enable,Requested RPM,
72558,444,87,255,70,70000
72467,444,87,255,70,70000
72467,444,87,255,70,70000
72558,444,87,255,70,70000
72290,444,87,255,70,70000
72028,444,87,255,70,70000
71856,444,87,255,70,70000
71680,443,87,255,70,70000
71680,443,87,255,70,70000
71680,443,87,255,70,70000
71680,443,87,255,70,70000
71348,443,87,255,70,70000
71263,443,87,255,70,70000
71263,443,87,255,70,70000
71177,443,87,255,70,70000
71177,443,87,255,70,70000
71263,443,87,255,70,70000
71348,443,87,255,70,70000
71348,443,87,255,70,70000
71348,443,87,255,70,70000
71263,444,87,255,70,70000
71348,444,87,255,70,70000
71263,444,87,255,70,70000
71096,444,87,255,70,70000
71263,444,87,255,70,70000
71263,444,87,255,70,70000
71263,444,87,255,70,70000
71263,444,87,255,70,70000
71263,444,87,255,70,70000
71096,444,87,255,70,70000
71263,445,87,255,70,70000
71096,445,87,255,70,70000
71177,445,87,255,70,70000
71177,445,87,255,70,70000
71348,445,87,255,70,70000
71096,445,87,255,70,70000
71348,445,87,255,70,70000
71263,445,87,255,70,70000
71263,445,87,255,70,70000
71348,446,87,255,70,70000
71263,446,87,255,70,70000
71263,446,87,255,70,70000
71348,446,87,255,70,70000
71177,446,87,255,70,70000
71177,446,87,255,70,70000
71348,446,87,255,70,70000
71348,446,87,255,70,70000
71348,446,87,255,70,70000
71348,446,87,255,70,70000
71680,446,87,255,70,70000
71680,446,87,255,70,70000
71770,445,87,255,70,70000
71770,445,86,255,70,70000
71680,445,86,255,70,70000
71770,445,86,255,70,70000
71770,445,86,255,70,70000
71856,445,86,255,70,70000
71770,444,86,255,70,70000
71680,444,86,255,70,70000
71680,444,86,255,70,70000
71680,444,86,255,70,70000
71680,444,86,255,70,70000
71348,443,86,255,70,70000
71348,443,86,255,70,70000
71010,443,86,255,70,70000
71177,443,86,255,70,70000
70839,442,86,255,70,70000
70924,442,86,255,70,70000
70586,442,86,255,70,70000
70672,441,86,255,70,70000
70505,441,86,255,70,70000
70586,441,86,255,70,70000
70505,441,86,255,70,70000
70505,441,86,255,70,70000
70505,441,86,255,70,70000
70420,441,86,255,70,70000
70505,441,86,255,70,70000
70505,441,86,255,70,70000
70505,442,86,255,70,70000
70420,442,86,255,70,70000
70420,442,86,255,70,70000
70420,442,86,255,70,70000
70420,442,86,255,70,70000
70420,442,86,255,70,70000
70420,442,86,255,70,70000
70420,442,86,255,70,70000
70420,441,86,255,70,70000
70420,441,86,255,70,70000
70505,441,86,255,70,70000
70505,441,86,255,70,70000
70505,441,86,255,70,70000
70505,442,86,255,70,70000
70420,442,86,255,70,70000
70420,442,86,255,70,70000
70420,442,86,255,70,70000
70420,442,86,255,70,70000
70420,442,86,255,70,70000
70420,442,86,255,70,70000
70420,442,86,255,70,70000
70420,442,86,255,70,70000
70099,441,86,255,70,70000
70099,441,86,255,70,70000
70420,441,86,255,70,70000
70420,441,86,255,70,70000
70420,441,86,255,70,70000
70420,441,86,255,70,70000
70586,441,86,255,70,70000
70420,441,86,255,70,70000
70505,441,86,255,70,70000
70505,441,86,255,70,70000
70505,441,86,255,70,70000
70505,441,86,255,70,70000
70505,440,86,255,70,70000
70586,441,86,255,70,70000
70505,441,86,255,70,70000
70505,441,86,255,70,70000
70420,441,86,255,70,70000
70420,441,86,255,70,70000
70420,440,86,255,70,70000
70420,440,86,255,70,70000
70505,440,86,255,70,70000
70505,440,86,255,70,70000
70505,441,86,255,70,70000
70420,440,86,255,70,70000
70420,441,86,255,70,70000
70420,441,86,255,70,70000
70420,441,86,255,70,70000
70420,441,86,255,70,70000
70505,441,86,255,70,70000
70505,441,86,255,70,70000
70505,440,86,255,70,70000
70586,440,86,255,70,70000
70505,440,86,255,70,70000
70505,440,86,255,70,70000
70420,440,86,255,70,70000
70672,440,86,255,70,70000
70505,440,86,255,70,70000
70505,440,86,255,70,70000
70505,441,86,255,70,70000
70505,441,86,255,70,70000
70586,441,86,255,70,70000
70586,441,86,255,70,70000
70586,441,86,255,70,70000
70586,441,86,255,70,70000
70586,441,86,255,70,70000
70586,442,86,255,70,70000
70586,442,86,255,70,70000
70586,442,86,255,70,70000
70586,442,86,255,70,70000
70586,442,86,255,70,70000
70586,442,86,255,70,70000
70586,443,86,255,70,70000
70586,443,86,255,70,70000
70586,443,86,255,70,70000
70586,443,86,255,70,70000
70586,444,86,255,70,70000
70586,444,86,255,70,70000
70586,444,86,255,70,70000
70586,444,86,255,70,70000
70586,444,86,255,70,70000
70586,444,86,255,70,70000
70586,444,86,255,70,70000
70420,444,86,255,70,70000
70420,445,86,255,70,70000
70420,445,86,255,70,70000
70505,445,86,255,70,70000
70586,445,86,255,70,70000
70420,445,86,255,70,70000
70505,446,86,255,70,70000
70505,446,86,255,70,70000
70420,446,86,255,70,70000
70420,446,86,255,70,70000
70420,446,86,255,70,70000
70505,446,86,255,70,70000
70505,447,86,255,70,70000
70586,447,86,255,70,70000
70672,447,85,255,70,70000
70672,447,85,255,70,70000
70672,447,85,255,70,70000
70420,447,85,255,70,70000
70420,447,85,255,70,70000
70420,447,85,255,70,70000
70018,447,85,255,100,100000
70018,447,85,255,100,100000
69937,447,104,255,100,100000
69851,447,104,255,100,100000
69690,446,104,255,100,100000
69609,446,104,255,100,100000
69609,446,103,255,100,100000
69443,445,103,255,100,100000
69362,445,103,255,100,100000
69362,444,103,255,100,100000
69362,444,103,255,100,100000
69443,444,103,255,100,100000
70924,444,103,255,100,100000
73439,445,103,255,100,100000
75757,447,104,255,100,100000
77223,449,104,255,100,100000
77223,454,104,255,100,100000
77223,457,104,255,100,100000
77223,460,106,255,100,100000
77223,461,106,255,100,100000
87852,464,106,255,100,100000
88627,464,106,255,100,100000
88627,468,105,255,100,100000
91324,469,105,255,100,100000
92306,471,105,255,100,100000
93028,471,105,255,100,100000
93028,471,105,255,100,100000
93601,471,105,255,100,100000
93752,470,105,255,100,100000
94045,470,105,255,100,100000
94045,469,106,255,100,100000
94197,469,106,255,100,100000
94197,468,106,255,100,100000
94197,467,106,255,100,100000
94197,466,106,255,100,100000
94785,464,106,255,100,100000
94937,463,106,255,100,100000
95088,462,106,255,100,100000
95239,461,106,255,100,100000
95391,460,106,255,100,100000
95547,459,106,255,100,100000
95547,458,106,255,100,100000
95547,457,107,255,100,100000
95547,456,107,255,100,100000
95547,455,107,255,100,100000
96000,454,107,255,100,100000
96307,453,107,255,100,100000
96307,452,107,255,100,100000
96620,451,107,255,100,100000
96777,450,107,255,100,100000
96777,449,107,255,100,100000
96777,448,107,255,100,100000
96777,448,107,255,100,100000
96777,448,107,255,100,100000
96777,447,107,255,100,100000
96777,446,107,255,100,100000
96777,446,107,255,100,100000
96777,446,107,255,100,100000
97562,445,108,255,100,100000
97562,445,108,255,100,100000
97562,445,108,255,100,100000
97562,445,108,255,100,100000
97719,444,108,255,100,100000
97719,444,108,255,100,100000
97880,444,108,255,100,100000
98042,444,108,255,100,100000
98042,443,108,255,100,100000
98042,443,108,255,100,100000
98042,443,108,255,100,100000
98681,442,108,255,100,100000
98681,442,108,255,100,100000
98681,442,108,255,100,100000
98681,441,108,255,100,100000
98681,441,108,255,100,100000
98681,440,108,255,100,100000
98681,440,108,255,100,100000
98681,440,108,255,100,100000
98681,439,108,255,100,100000
98681,439,108,255,100,100000
98681,439,108,255,100,100000
98681,439,108,255,100,100000
98681,438,108,255,100,100000
98681,438,108,255,100,100000
98681,438,108,255,100,100000
98681,439,108,255,100,100000
98681,439,108,255,100,100000
98681,439,109,255,100,100000
98681,439,109,255,100,100000
98681,439,109,255,100,100000
98681,439,109,255,100,100000
98681,439,109,255,100,100000
99175,439,109,255,100,100000
99009,440,109,255,100,100000
99342,440,109,255,100,100000
99342,440,109,255,100,100000
99175,440,109,255,100,100000
99175,440,109,255,100,100000
99175,441,109,255,100,100000
99175,441,109,255,100,100000
99175,441,109,255,100,100000
99342,441,109,255,100,100000
99342,441,109,255,100,100000
99342,441,109,255,100,100000
99342,441,109,255,100,100000
99342,441,109,255,100,100000
99342,441,109,255,100,100000
99342,441,109,255,100,100000
99342,441,109,255,100,100000
100168,441,109,255,100,100000
100001,440,109,255,100,100000
100001,440,109,255,100,100000
100001,440,109,255,100,100000
100168,439,109,255,100,100000
100168,439,109,255,100,100000
100168,439,109,255,100,100000
100168,438,109,255,100,100000
100001,438,109,255,100,100000
100001,438,109,255,100,100000
100001,438,109,255,100,100000
100001,438,109,255,100,100000
100168,438,109,255,100,100000
100168,438,109,255,100,100000
100168,438,109,255,100,100000
100168,438,109,255,100,100000
100001,438,109,255,100,100000
100001,438,109,255,100,100000
100001,438,109,255,100,100000
100001,438,109,255,100,100000
100001,438,109,255,100,100000
100001,438,109,255,100,100000
100001,438,109,255,100,100000
99342,438,109,255,100,100000
99342,438,109,255,100,100000
99342,439,109,255,100,100000
99342,439,109,255,100,100000
99342,439,109,255,100,100000
99342,439,109,255,100,100000
99342,439,109,255,100,100000
99342,439,0,0,100,100000
99342,439,0,0,100,100000
99342,439,0,0,100,100000
99342,439,0,0,100,100000
100334,440,0,0,100,100000
100001,440,0,0,100,100000
100168,440,0,0,100,100000
91606,439,0,0,100,100000
73621,435,0,0,100,100000
64868,429,0,0,100,100000
57801,421,0,0,100,100000
52179,411,0,0,100,100000
47617,402,0,0,100,100000
43696,393,0,0,100,100000
40270,384,0,0,100,100000
37357,374,0,0,100,100000
34842,365,0,0,100,100000
32681,354,0,0,100,100000
30720,346,0,0,100,100000
28907,337,0,0,100,100000
27374,329,0,0,100,100000
25988,321,0,0,100,100000
23393,313,0,0,100,100000
22279,305,0,0,100,100000
21383,298,0,0,100,100000
21383,292,0,0,100,100000
19295,286,0,0,100,100000
18677,280,0,0,100,100000
18031,274,0,0,100,100000
17265,269,0,0,100,100000
16655,265,0,0,100,100000
16036,260,0,0,100,100000
15541,256,0,0,100,100000
14958,251,0,0,100,100000
14503,247,0,0,100,100000
14100,244,0,0,100,100000
13486,240,0,0,100,100000
13203,237,0,0,100,100000
12880,235,0,0,100,100000
12423,232,0,0,100,100000
12085,232,0,0,100,100000
11767,232,0,0,100,100000
11405,232,0,0,100,100000
11143,232,0,0,100,100000
10790,232,0,0,100,100000
10542,219,0,0,100,100000
10300,217,0,0,100,100000
