RPM,Temperature
,
000192,0019
000192,0020
000192,0020
000192,0020
000192,0019
000192,0020
000192,0020
000192,0019
000192,0020
000192,0019
000649,0000
000000,0019
003591,0020
004554,0020
005221,0020
005653,0020
005925,0020
005402,0021
005017,0021
004871,0021
004690,0021
004504,0022
004374,0022
004248,0023
004228,0023
004102,0024
004092,0025
004057,0025
004072,0025
003987,0025
003962,0025
003962,0025
003931,0025
003941,0026
003951,0026
003936,0025
003946,0025
