RPM,Temperature,Pump PWM,Pump Enable,Requested RPM
061475,0440,82,255,60
061475,0440,82,255,60
061475,0440,82,255,60
061475,0440,81,255,60
061103,0440,81,255,60
061169,0440,81,255,60
061043,0440,88,255,60
060730,0440,80,255,60
060917,0441,84,255,60
062247,0442,87,255,60
063633,0444,79,255,60
064797,0446,77,255,60
065719,0448,77,255,60
065865,0450,78,255,60
064030,0451,78,255,60
062050,0449,79,255,60
060543,0448,99,255,60
059288,0445,98,255,60
058256,0443,97,255,60
058256,0441,96,255,60
057036,0440,95,255,60
057690,0439,81,255,60
057690,0441,94,255,60
063159,0445,76,255,60
065789,0452,81,255,60
068420,0458,77,255,60
069523,0464,78,255,60
068183,0468,79,255,60
066665,0469,80,255,60
064943,0468,102,255,60
063426,0467,101,255,60
061919,0463,100,255,60
060856,0460,99,255,60
060180,0457,98,255,60
061727,0455,97,255,60
064943,0456,93,255,60
068102,0459,77,255,60
068102,0464,78,255,60
071942,0468,79,255,60
070839,0471,79,255,60
070839,0471,80,255,60
070839,0469,80,255,60
063159,0466,80,255,60
063159,0461,80,255,60
060301,0457,81,255,60
059768,0453,81,255,60
059409,0450,81,255,60
059233,0448,81,255,60
059172,0446,81,255,60
059172,0445,81,255,60
059233,0444,81,255,60
059112,0444,81,255,60
059465,0444,81,255,60
059409,0444,81,255,60
059465,0445,81,255,60
059465,0445,81,255,60
059526,0446,81,255,60
059526,0446,81,255,60
059828,0447,81,255,60
059828,0447,81,255,60
059828,0447,81,255,60
059828,0447,81,255,60
059828,0447,81,255,60
059828,0447,81,255,60
060240,0448,81,255,60
060240,0448,81,255,60
060240,0448,81,255,60
060301,0448,81,255,60
060301,0448,81,255,60
060301,0448,81,255,60
060543,0447,81,255,60
060361,0447,81,255,60
060240,0447,81,255,60
060361,0447,81,255,60
060240,0447,81,255,60
060240,0447,81,255,60
060240,0446,81,255,60
060240,0446,81,255,60
059889,0445,81,255,60
059707,0445,81,255,60
059586,0445,81,255,60
059409,0445,81,255,60
059409,0445,81,255,60
059288,0445,81,255,60
059288,0445,81,255,60
059233,0446,81,255,60
059288,0446,81,255,60
059526,0446,81,255,60
059409,0447,81,255,60
059409,0447,81,255,80
059586,0448,94,255,80
059526,0448,95,255,80
059526,0449,96,255,80
061793,0450,96,255,80
064590,0454,96,255,80
067423,0458,96,255,80
067423,0464,96,255,80
067423,0470,96,255,80
074815,0474,97,255,80
074815,0478,97,255,80
078327,0478,96,255,80
079895,0478,96,255,80
081084,0478,96,255,80
081084,0478,96,255,80
082076,0478,95,255,80
082303,0478,95,255,80
082419,0479,95,255,80
082192,0477,95,255,80
082076,0474,95,255,80
082192,0472,95,255,80
082192,0469,95,255,80
081965,0467,95,255,80
081965,0463,95,255,80
081965,0461,95,255,80
082076,0459,95,255,80
082192,0458,95,255,80
081965,0457,95,255,80
081965,0456,95,255,80
081965,0455,95,255,80
081965,0454,95,255,80
081965,0453,94,255,80
082076,0452,94,255,80
081965,0451,94,255,80
081965,0451,94,255,80
081965,0450,94,255,80
081306,0449,94,255,80
081306,0448,94,255,80
081084,0447,94,255,80
080751,0447,94,255,80
080645,0446,94,255,80
080862,0445,94,255,80
080751,0445,94,255,80
080645,0444,94,255,80
080751,0444,94,255,80
080751,0443,94,255,80
080862,0443,94,255,80
080862,0443,94,255,80
080862,0442,94,255,80
080645,0442,94,255,80
080645,0442,94,255,80
080645,0442,94,255,80
080751,0442,94,255,80
080751,0442,94,255,80
080751,0442,94,255,80
080751,0442,94,255,80
080751,0442,94,255,80
080751,0442,94,255,80
080751,0443,94,255,80
080751,0443,94,255,80
080751,0443,94,255,80
080751,0443,94,255,80
080751,0444,94,255,80
080751,0444,94,255,80
080218,0445,94,255,80
080218,0445,94,255,80
080645,0445,94,255,80
080645,0445,94,255,80
080751,0445,94,255,80
080751,0445,94,255,80
080751,0445,94,255,80
080973,0445,94,255,80
080645,0445,94,255,80
080862,0444,94,255,80
080862,0444,94,255,80
080862,0443,94,255,80
080862,0443,93,255,80
080862,0443,93,255,80
080862,0443,93,255,80
080862,0443,93,255,80
080218,0443,93,255,80
079895,0443,93,255,80
079895,0443,93,255,80
079895,0443,93,255,80
079789,0443,93,255,80
079789,0443,93,255,80
079683,0443,94,255,90
079683,0442,102,255,90
080112,0442,103,255,90
080112,0442,103,255,90
081306,0443,103,255,90
083447,0443,104,255,90
083447,0445,104,255,90
087337,0447,104,255,90
088890,0449,104,255,90
090094,0451,103,255,90
091187,0452,103,255,90
091748,0453,103,255,90
092306,0453,103,255,90
092881,0454,103,255,90
092881,0454,102,255,90
093028,0453,102,255,90
092594,0453,102,255,90
092594,0452,102,255,90
092165,0451,102,255,90
092165,0450,102,255,90
091748,0449,102,255,90
091748,0447,102,255,90
091748,0446,102,255,90
091606,0445,102,255,90
091465,0445,102,255,90
091465,0444,102,255,90
091465,0444,102,255,90
091606,0444,102,255,90
091324,0445,102,255,90
091324,0444,102,255,90
091465,0444,102,255,90
091606,0444,102,255,90
091324,0444,101,255,90
091324,0444,101,255,90
091465,0444,101,255,90
091324,0444,101,255,90
091046,0444,101,255,90
091046,0444,101,255,90
091046,0444,101,255,90
090905,0443,101,255,90
090905,0443,101,255,90
090905,0443,101,255,90
090905,0443,101,255,90
090905,0442,101,255,90
090905,0442,101,255,90
090905,0442,101,255,90
090905,0442,101,255,60
090367,0442,90,255,60
090367,0442,90,255,60
090367,0442,90,255,60
089685,0442,90,255,60
086587,0442,90,255,60
083800,0440,90,255,60
083800,0438,89,255,60
083800,0437,89,255,60
078953,0435,88,255,60
078953,0434,88,255,60
077123,0433,88,255,60
076438,0433,87,255,60
075853,0432,87,255,60
075661,0432,87,255,60
075007,0432,87,255,60
074255,0433,86,255,60
073348,0433,86,255,60
072644,0433,86,255,60
072028,0433,86,255,60
072028,0433,85,255,60
071263,0434,85,255,60
070924,0435,85,255,60
070505,0436,85,255,60
070505,0436,85,255,60
069937,0437,85,255,60
069609,0438,84,255,60
069362,0438,84,255,60
069362,0439,84,255,60
068733,0440,84,255,60
068420,0440,84,255,60
068026,0440,84,255,60
067870,0441,83,255,60
067870,0441,83,255,60
067870,0442,83,255,60
067347,0442,83,255,60
066888,0443,83,255,60
066665,0443,83,255,60
066665,0443,83,255,60
066082,0443,83,255,60
065936,0444,82,255,60
065936,0444,82,255,60
065865,0444,82,255,60
065502,0444,82,255,60
065285,0444,82,255,60
065285,0445,82,255,60
064868,0445,82,255,60
064661,0445,82,255,60
064661,0446,82,255,60
064590,0446,82,255,60
064519,0447,82,255,60
064449,0447,82,255,60
064378,0447,81,255,60
064378,0448,81,255,60
064100,0448,81,255,60
064100,0448,81,255,60
063633,0448,81,255,60
063562,0448,81,255,60
063497,0448,81,255,60
063295,0448,81,255,60
063224,0447,81,255,60
063093,0448,81,255,60
063027,0447,81,255,60
063093,0447,81,255,60
063027,0447,81,255,60
062957,0448,81,255,60
062891,0448,81,255,60
062957,0448,81,255,60
062957,0448,81,255,60
062760,0448,81,255,60
062760,0449,80,255,60
062760,0449,80,255,60
062378,0449,80,255,60
061985,0450,80,255,60
061919,0450,80,255,60
061793,0450,80,255,60
061858,0450,80,255,60
061793,0450,80,255,60
061535,0451,80,255,60
061601,0451,80,255,60
061535,0452,80,255,60
061601,0452,80,255,60
061475,0453,80,255,60
061535,0453,80,255,60
061535,0453,80,255,60
061475,0453,80,255,60
061475,0454,80,255,60
061475,0454,80,255,60
061475,0454,80,255,60
061475,0455,80,255,60
061475,0455,80,255,60
061475,0455,80,255,60
061475,0455,80,255,60
061475,0455,80,255,60
061535,0455,80,255,60
061601,0456,80,255,60
061475,0456,80,255,60
061601,0456,80,255,60
061535,0456,80,255,60
061601,0456,80,255,60
061535,0456,80,255,60
061475,0456,80,255,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
061475,0456,0,0,60
